time,personID,problemID,1st,1st_reason,1st_label_katori,1st_label_yamamoto,1st_check,2nd,2nd_reason,2nd_label_katori,2nd_label_yamamoto,2nd_check,3rd,3rd_reason,3rd_label_katori,3rd_label_yamamoto,3rd_check,others,understanding,free
12/12/2022 2:24:16,1,16,2,注目している要素を，既にソートされた配列のどこに入れるかを決定することを繰り返し，最終的に全ての要素をソートするというアルゴリズムの考え方を表現していると考えたため．,14,14,,5,"要素を入れ替えるための条件を定義した部分であり，ミスが起こりやすいと考え選択した．
1番目の行の方がアルゴリズムの全体像を捉えていると考えて2番目とした．",3,3,,8,注目している要素の挿入位置が決定される部分であるため選択した．ロジックとしては平易であるため3番目とした．,14,14,,,とても理解できた。,
12/14/2022 15:42:20,6,16,8,実際に配列の更新を行うことでソートを実現している部分である。,9,9,,5,tmp 以下の要素が現れない限り、という j を更新し続ける条件を表す、ソートの挙動を端的に示す部分である。1 番に対して従たる部分。,8,8,,6,要素を一つずつ右にずらしていくという、これもソートの挙動を端的に示す部分。1 番や 2 番に対して従たる部分。,9,9,,,とても理解できた。,
12/15/2022 8:41:24,7,16,15,この問題の解法では，挿入ソートとよばれるアルゴリズムを利用すれば良いということがこの一行で分かるから．,2,2,,5,"挿入ソートアルゴリズムでは，配列の要素を自分より左側の数字に自分より大きい数がないように要素を挿入していくことをこの文の条件で表しているから．
1番でない理由としては，挿入ソートアルゴリズムを知っている場合はこの操作を行う必要があることを理解できるから．",8,8,,2,"一番先頭の要素から順に見ていくことで配列全体をソートできるため，どのようにループを回すのかということは重要だと思ったから．
2番ではない理由は，挿入操作自体の方がソートにおいて重要だったと思ったから．",10,10,,,まあ理解できた。,
12/15/2022 20:17:08,3,16,15,挿入ソートが良いアルゴリズムかは置いておいてこの解き方においては挿入ソートを使っていることがコアだから。,2,2,,5,挿入ソートは要は一つずつ要素がどこに入れるのが適切なところか探すアルゴリズムなので比較探索箇所が重要だと考えた。,10,10,,8,ホントにしいて言えばだが、最後にそこのインデックスの値を確定させるところなので。,9,9,,,とても理解できた。,
12/16/2022 22:10:45,2,16,5,挿入ソートは配列を前から見ていってハマるところに挿入するアルゴリズムだが、ハマるところを探している行なので、最重要であると考えた。,10,10,,6,挿入するためにいままで完成させた部分を後ろにずらしている部分なので、ここが次に重要であると考えた。,9,9,,4,挿入する前に後ろに要素をずらしていくので、挿入する要素を覚えていかないといけないので、これも重要。サブ的な理由なので3番目。,9,9,,,とても理解できた。,
12/18/2022 1:45:33,8,16,5,挿入ソートで、選んだ一つの値を挿入する場所を探すための大事な処理だから。,10,10,,6,挿入するスペースを空けるために一つずつずらしていくというのも大事な処理だから。ループそのものの方が重要なので2番とした。,9,9,,4,動かすものをtmpとしておいておかないと書き換わって使えなくなってしまうので、プログラムを書く上では大切。アルゴリズムの本質ではないので3番とした。,1,1,,,まあ理解できた。,
12/20/2022 2:00:32,9,16,5,挿入ソートにおいて、選んだ要素をどこに挿入するべきかの条件を表す行であるから。左が右より大きい間はカーソルを左にずらすというのが、ソートアルゴリズムの本質部分であるため、一番重要と考えている。,8,8,,6,実際に数列の値をひとつずつずらしている処理を表しているから。前の条件を受けて、それに応じてずらす処理を行っているので、1番目ではないと考えている。,9,9,,8,最後に、最初に選んだ値を実際に挿入する箇所を表しており、ここが間違っていると正しく動作しないから。先ほどの2つに比べると本質ではないため、この部分は1番目や2番目ではないと考えている。,9,9,,,とても理解できた。,
12/21/2022 14:45:05,4,16,5,挿入する場所を探すという挿入ソートで最も重要な判定があるから。,8,8,,8,適切な場所に挿入するという処理をしているため。ただ代入しているだけだから。,9,9,,6,挿入場所の探索の段階で必要な、ずらす処理を行なっているため。必要な処理ではあるが、挿入ソートの本質からは少し離れている。,9,9,,,とても理解できた。,
12/28/2022 17:38:32,5,16,6,挿入ソートという名前に反し、要素の挿入をswapの連続で実装しているため、理解に時間がかかり、最重要だと考えた。,9,9,,4,6行目を含むwhile文を読解しているときに、tmpという数値が更新されないことを理解するため、定義文が6行目の次に重要だと考えた。,14,14,,3,while文の中で、1度目の処理でarr[i]がswapの対象になるようになっている。これはコードを良く読まないとわからず、この手がかりが3行目にあるため3番目に重要だと考えた。,13,13,,,とても理解できた。,
12/30/2022 21:09:26,10,16,6,tmpより大きい部分を後ろにずらすことは挿入ソートにおいて、最も重要であると思ったため。,9,9,,8,1番に気をつけた上で、止まったところで退避させた値を戻すことが、2番目に重要だと思ったため。,9,9,,4,1番や2番と比べて、容易だが、一旦別の場所に退避させることが重要であると思った。,14,14,,,まあ理解できた。,
1/3/2023 6:47:11,11,16,6,挿入することで，一つずつ横にずれていくことがわかる行であるから．,9,9,,5,一つ後ろ倒しにしていく条件が定められている箇所だから．実際に操作をしているほうが重要に感じたので2番目にしました．,8,8,,2,前から一つずつみていくことがわかる一行だと思います．どっち方向から見ていくかはあまり大事でないので，3番目にしました．,10,10,,,とても理解できた。,
12/10/2022 13:15:10,1,17,21,現在到達している頂点の中で距離が最も小さい頂点の距離を確定して良いというダイクストラ法の考え方の根本となる部分が記載されているため．,14,14,,10,全ての頂点を見ることで現在到達している頂点の中で距離が最小となるものを見つけるという考え方を最もよく表していると考え選択した．1番目のようにダイクストラ法のアルゴリズムの最重要な部分ではないと考え，2番とした．,10,10,,9,全ての頂点を見ることで現在到達している頂点の中で距離が最小となるものを見つけるという考え方を最もよく表していると考え選択した．2番目の方がこの考え方をより端的に表していると考えて3番目とした．,10,10,,,とても理解できた。,
12/14/2022 15:52:30,6,17,19,最短距離の更新を実際に行う、ダイクストラ法の根幹をなす部分。,9,9,,18,最短距離を更新する条件を示している、1 番に対して従たる部分。,8,8,,11,次に最短距離を確定させる頂点を選ぶにあたり、暫定距離が最小となるものを選べば良いことを表す部分。ダイクストラ法の詳細部分にあたる。,14,14,,,とても理解できた。,
12/15/2022 14:37:13,7,17,33,この問題の解法ではダイクストラ法を使うということが分かり，アルゴリズム名を知っている人であれば，ここからどのように解くことができるのか考えることができるから．,2,2,,10,"ダイクストラ法において，次に更新していく元となる頂点は，まだ見ていない頂点でかつコストが最小である頂点であるということがこの行で分かるから．
1番でない理由は，これはダイクストラ法の具体的な中身であり，ここからアルゴリズム全体が分かるというわけではないから．",8,8,,18,"ダイクストラ法において，見つけた最小コストを持つ頂点を起点にその周りの頂点のコストを更新していくという操作のための条件がこの行で示されているから．
3番である理由は，2番での頂点を見つける操作を経た上でこの操作を行うから．",8,8,,,まあ理解できた。,
12/15/2022 20:23:38,3,17,33,この問題のコアはダイクストラ法を使えば解くことが出来る、ということなので。,2,2,,19,優先度つきQueも使っていないので大分苦しい実装だがしいて言えばここの比較後の遷移は大事かもしれない。,14,14,,14,このダイクストラだと終了条件がないと止まらないため、ここの式は実は大事かもしれない。,7,7,,,とても理解できた。,
12/16/2022 22:16:41,2,17,11,ダイクストラ法のキモは、最短距離が順々に確定させるところなので、その確定した部分を見つけ出す部分が最重要であると考えた。,10,10,,18,最短距離が更新できるところがあれば更新していくのはダイクストラ法でもあいかわらず重要な位置を占めていると思う。キモは上のやつだと思うので、これは2番目。,9,9,,21,使用済みの距離が確定した頂点はマーキングしておかないとtmp_min_distを決める際に困るので、アルゴリズムの中心部分ではないが、これが3番目であると考えた。,9,9,,,とても理解できた。,
12/18/2022 2:22:32,8,17,17,ダイクストラ法の処理の手順がよく表れているwhileループだから。,13,13,,21,一度巡回したところには戻ってこないというアルゴリズムの特徴がよく出ているから。最重要の処理ではないので2番にした。,10,10,,2,距離を十分に大きな値で初期化しておくのはダイクストラ法の実行において重要だと思ったから。あくまで初期化なので3番にした。,6,6,,,とても理解できた。,
12/20/2022 2:07:20,9,17,19,最短経路の更新を行っている行であるから。ここが動かないと正しく動作しないため、最短経路を求めるアルゴリズムではここが最も重要と考えている。,9,9,,12,次に選ぶ頂点を決めている行であり、ここが動作していないと次に選ぶ頂点がわからないから。直接最短経路の更新をする行ではないため、あくまで1番ではないと考えている。,9,9,,10,次に選ぶ頂点を決める際の条件を決めている行であり、ここが動作していないと次に選ぶ頂点がわからないまま処理が終わらないことになりかねないから。実際に頂点を決めているわけではないので、あくまで2番目よりは重要度は落ちると考えている。,8,8,,"2行目。初期値を設定している行であり、ここを間違えると正しく動作しないから。
4行目。既に見たかどうかの配列を確保している行であり、これを行わないとプログラムが終わらないから。",とても理解できた。,
12/21/2022 14:57:48,4,17,18,あるノードまでの距離をこの条件文を使って更新する。この方法がダイクストラ法の本質だから。,9,9,,10,1番の処理で使うcurを更新するのに必要な条件文だから。あくまで1番の処理のための道具。,8,8,,4,更新を終えたノードを保存するリストは必要だから。ただここではリストを用意しているだけ。,6,6,,,まあ理解できた。,
12/28/2022 19:33:24,5,17,10,結果的にdone[i]がFalseでありdist[i]が最小であるものをtmp_min_distとcurに代入していることが、この行をよく読まないと分からないと感じたから。,9,9,,17,Djikstra法の本質である、もっとも距離の近い頂点から行ける頂点を全走査する考え方が表現されているから。1番ではないと判断した理由は、Djikstra法の概要を知っていれば読解の必要がなく内容を想像できる点。,10,10,,31,特殊な入力方法を受け取るための実装であり、上位2つの行と違って直接解法には関わらないが、読解の必要があると考えたから。,1,1,,,あまり理解できなかった。,
12/30/2022 21:28:35,10,17,19,距離を短く出来る場合は更新することが最も重要だと思いました。,9,9,,10,1番に気をつけた上で、現在までで最短距離を持つ未確定のノードを取り出すことが重要だと思ったため。,11,11,,21,1番2番に気をつけた上で、done[cur]をTrueにし忘れないようにすることが重要だと思った。,3,3,,,まあ理解できた。,
1/3/2023 6:57:03,11,17,10,次に確定させるノードを決める時に，未確定かつ最短でいけるところを選ぶという方針がアルゴリズムにおいて大事な点だと感じました．,10,10,,19,辺の重みを更新している箇所なので重要に感じました．ダイクストラならでは操作というわけではないので2番目にしました．,9,9,,21,距離が確定したところを保持しておかないと次のノードが決められないから．アルゴリズムの探索手法に付随する処理感が強いため3番目です．,9,9,,,とても理解できた。,
12/12/2022 12:12:55,1,18,11,特定の間隔で配列を見ることを表しており，シェルソートの考え方の重要な部分だと考えたため．,10,10,,14,挿入ソートを行うことを端的に表しており，1番目と合わせてシェルソートの考え方を表していると考えたため．配列を特定の間隔で飛ばしながら見るという考え方の方が重要だと考えて2番目に選択した．,14,14,,18,"間隔を狭めていくことを表しているおり，1,2番目と合わせてシェルソートの考え方を表していると考えて選択した．挿入ソートを間隔を開けて行うという考え方に比べれば重要度は低いと考えて3番目とした．",14,14,,,とても理解できた。,
12/14/2022 16:15:51,6,18,18,シェルソートにおける、列全体の分割数 h を徐々に減らしていくという特徴を端的に表している。,14,14,,10,h 個に分割された列の何番目を対象とするか、というイテレーションであり、h の変化に影響を受ける部分。,10,10,,11,列の分割方法が、index mod h ごとであることがわかる部分。2 番目と同等程度に重要。,14,14,,,とても理解できた。,
12/15/2022 14:57:09,7,18,26,この問題の解法では，シェルソートと呼ばれるアルゴリズムを用いていることがこの行から分かり，アルゴリズム名を知っている人はどのように解くのかを把握することができるから．,2,2,,18,"シェルソートでは，間隔hを徐々に小さくしながらソートを行なっていくことで可能なアルゴリズムであり，そこが一番特徴的な部分であると思ったから．
1番ではない理由としては，この部分だけではシェルソートでどのようにソートを行うのかの全体は把握できないから．",14,14,,14,"間隔hごとに自分より左側に自分より小さい数がないようにソートしていくことでソートが可能であることについて，この条件式で行っているから．
3番である理由は，この部分は挿入ソートなど他のアルゴリズムでも行うものであり，シェルソート特有のものというわけではないから．",8,8,,,まあ理解できた。,
12/15/2022 20:29:01,3,18,26,このとき方のコアはシェルソートをソートアルゴリズムとして採用していることなので。,2,2,,5,シェルソートはソート間隔を変える、挿入ソートの改良版だが、ここのソート間隔の取り方が一番重要なので。,14,14,,18,シェルソートは間隔を変えながら行うのが重要なアルゴリズムであるから。,14,14,,,とても理解できた。,
12/16/2022 22:23:22,2,18,18,シェルソートは挿入ソートの間隔をちょっとずつ狭めていくものなので、その間隔を狭めていっている部分が最重要であると考えた。,14,14,,9,シェルソートは挿入ソートの幅が1になるまでやるので、その終了条件を書いている場所が狭める行に次いで重要であると考えた。,7,7,,4,最初の挿入ソートの幅はなるべく広くとりたいので、これが甘くてもアルゴリズムは動くので重要度は下がるが、3番目には重要であると考えた。,14,14,,,とても理解できた。,
12/18/2022 2:35:18,8,18,11,間隔hで配列を分割し、ソートしていくというシェルソートの方法がよく表れた一文だから。,14,14,,5,hの決め方がいろいろある中で、どれを採用したのかを表しているから。アルゴリズムそのものではないので2番にした。,14,13,×,17,ソートするための値の入れ替えを行なっていて、ソートのアルゴリズムをよく表しているから。シェルソート特有のものではないので3番にした。,9,9,,,まあ理解できた。,
12/20/2022 12:23:19,9,18,5,シェルソートにおける、hを決めている箇所であり、ソートの間隔を設定するというシェルソート特有の処理を決めている箇所であるから。,14,14,,18,シェルソートにおいて、間隔を狭めている箇所であるから。間隔を決めた上でその後で狭めているため、間隔を決めている行ほどは大事ではないと考えている。,14,14,,14,シェルソートにおいて、挿入ソートと同じようにデータの大小に応じて入れ替えを行っている箇所であるから。挿入ソートと同じ箇所ではあるため、1番重要というわけではないと考えている。,9,9,,,まあ理解できた。,
12/21/2022 15:05:21,4,18,11,hおきにリストを見て、並べ替えるという繰り返しがシェルソートの本質だから。,14,14,,18,hを更新しながらソートしていくというのがシェルソートでは重要だから。ただ処理としては単純。,14,14,,5,適切なhを決める部分。これはソートの効率に関わるため。ただある程度適当でもソートはできる。,14,4,×,,まあ理解できた。,
12/28/2022 19:54:47,5,18,15,14行目とあわせ、シェルソートが挿入ソートと類似であるという点を確認できるという意味で重要だと考えた。また、差分がhであることも理解できるためもっとも重要とした。,14,14,,14,15行目と同様にシェルソートとの類似性がわかるが、hについての言及がなくシェルソートと全く同じ実装であるため2番めに重要だと考えた。,14,14,,18,シェルソートの本質である、間隔を狭めながらソートしていくという部分を表現していて、重要だと考えた。ただし、読解というより見れば分かる部分であるため、3番めに重要とした。,14,14,,,まあ理解できた。,
12/30/2022 21:59:08,10,18,16,16行目により前に戻って比較するようにして、間隔ごとに挿入ソートをしていて、重要であると感じた。,14,14,,5,シェルソートは、間隔の決め方も重要であるので、2番目に重要であると思った。,14,14,,18,基本的だが、h//3を忘れないことが大切なので、3番に重要であると思った。,3,3,,,まあ理解できた。,
1/3/2023 7:06:31,11,18,16,シェルソートで，間隔がhでソートしていることがわかる一行だから．,14,14,,14,挿入ソートと同じようにソートをやっているのがわかるから．シェルソートの特色は間隔をあけることなので2番目です．,14,14,,5,hの幅を決めている箇所だから．hの幅の決めかたは様々にあるので，3番目の重要度にしました．,14,14,,,とても理解できた。,
12/12/2022 2:31:28,1,19,21,ハッシュの更新式を表しており，このように前のハッシュを利用して簡単に次のハッシュを計算できることがこのアルゴリズムを成り立たせていると考えたため．,9,9,,22,ハッシュ値の一致を用いて文字列を照合するという発想を表しており重要だと考え選択した．ハッシュの計算が高速に行えるという点の方が重要だと考え，2番目とした．,8,8,,16,今後ハッシュの計算に利用する変数をあらかじめ計算しており実装の工夫として大切だと考えたため．アルゴリズムの核というよりは実装の工夫にあたると考え3番目に選択した．,1,1,,,とても理解できた。,
12/15/2022 15:04:29,7,19,31,この問題ではラビンカープ文字列探索アルゴリズムを用いるということがこの行から分かり，アルゴリズム名を知っている人はどのように解くのかを把握することができるから．,2,2,,22,"文字列をハッシュにして，それが等しいかどうかを比較することで文字列の探索を行うということがこの行から分かるから．
1番でない理由は，この行だけではどのようにハッシュを形成するかなど全体的なアルゴリズムを把握することができないため．",8,8,,15,"ハッシュをどのように計算するのか，ハッシュの定義がここで分かるから．
3番目である理由は，2番目で挙げた，ハッシュを比較するという考え方の前提があった上でどのようにハッシュを計算するのかという考えの流れになると思ったから．",12,12,,21: どのように効率的に部分文字列のハッシュを計算するのかがこの行から分かるから．,まあ理解できた。,
12/15/2022 20:35:18,3,19,31,この問題のコアはラビン-カープ法、を使えば文字列の照合そのものがO(1)かつ前計算も（この問題では前計算そのものをループ憎んでいるが）線形に出来ることなので。,2,2,,14,15行目と合わせて、ラビン-カープ、というかローリングハッシュにも共通でハッシュ値をMODで求めて照合に使えることが重要だから。,8,8,,21,本来文字列の長さ分だけ計算が必要なハッシュ値計算をこのDPを使うことで計算量を圧縮できているから。,4,4,,15,とても理解できた。,
12/16/2022 14:47:14,6,19,21,T の部分文字列の Rolling Hash の値が、前の値からの差分でどのように得られるかを示している。,12,12,,14,t のハッシュ値の初期値を定義に従って計算する部分だから。1 番ほど非自明ではない。,12,12,,15,p のハッシュ値を定義に従って計算する部分だから。2 番のように初期値計算の意味合いがない。,12,12,,,とても理解できた。,
12/16/2022 22:37:59,2,19,22,ローリングハッシュは、それぞれの文字列に対してハッシュ値を計算してそれが一致していれば文字列が一致していると判定するアルゴリズムなので、一致判定をしている行が最重要だと考えた。,8,8,,21,文字列tのスタート地点をずらしたときのハッシュ値が高速に計算できることはアルゴリズムが高速に動くことにとてもよく貢献していると考える。ハッシュが文字列の一致判定に使えるというアイデアの方が中心であると感じたので、こっちが2番目。,4,4,,7,細かい部分なので3番目にしたが、文字列の長さで場合分けをしておかないと、13行目のハッシュの計算で配列概算症を起こして困ってしまうと思うので、これも重要。,8,8,,,とても理解できた。,
12/19/2022 4:41:55,8,19,14,ラビンカープ法で、ローリングハッシュを使うというのは肝の部分だから。,13,13,,22,ハッシュが一致していたら文字列が一致しているとみなす、というのは問題を解く上で大切だから。ハッシュの定義の方が大事なので2番とした。,2,2,,21,1番と同じく、ローリングハッシュの計算をしているところだから。内容的に重複しているので3番とした。,12,12,,,まあ理解できた。,
12/20/2022 12:26:30,9,19,21,ハッシュの更新を行う箇所であり、ここの更新がローリングハッシュで計算量を落とせる本質の箇所であるから。,4,9,×,14,ハッシュの値の初期値を設定する箇所であるから。計算量を落とす核心の部分ではないため、1番ではないと考えている。,6,6,,22,文字列の照合条件を、ハッシュの照合条件とみなして判定する箇所であるから。ハッシュの計算箇所ではないため、重要度は下がると考えている。,8,8,,,とても理解できた。,
12/21/2022 15:18:35,4,19,21,文字列のハッシュ値を効率的に更新するという複雑な処理を行なっているから。,9,9,,22,文字列の一致をハッシュ値によって確認するというのはラビンカープ法の本質だから。ただ、処理としては一致を確認しているだけ。,8,8,,14,ハッシュ値を求めることはラビンカープ法において重要だから。最初のハッシュ値を単純な方法で求めているだけだから。,12,12,,,まあ理解できた。,
12/28/2022 20:39:25,5,19,21,ローリングハッシュの基本的な式であり、最も本質的だと考えた。,13,13,,14,15行目とともに、ハッシュの具体的な計算方法がわかりやすく重要だと考えた。ただし、21行目とほぼ同じ処理であるため、1番ではないと考えた 。,12,12,,7,コーナーケースの処理であり、重要だと考えた。ただしローリングハッシュとは関係ない部分なので3番めに重要だとした。ｌ,3,3,,,とても理解できた。,
12/30/2022 22:35:13,10,19,21,しゃくとり法的な考えを用いており、最も重要であると考えたため。,14,14,,14,1番ほどの工夫ではないが、t_hashとp_hashを計算することが2番目に重要であると思った。,12,12,,16,1番2番に気をつけた上で、base_l_powerも剰余を取りながら、更新することが3番目に重要であると思った。,9,9,,,まあ理解できた。,
1/3/2023 7:19:06,11,19,14,文字列のハッシュをとることで同じ文字列かを比べるアルゴリズムの核だと感じたから．,8,8,,21,見る文字列をスライドしていくたびに，ハッシュの更新をしている箇所だから．,9,9,,1,基底を変数で持つと見やすくなるから．絶対に必要な工夫ではないので3番目にしました．,1,1,,,まあ理解できた。,
12/12/2022 12:33:28,1,20,12,最後にスワップが行われたところから，逆向きに走査を行うというシェーカーソートの考え方を最もよく表していると考えて選択した．,10,10,,18,最後にスワップが行われたところから，逆向きに走査を行うというシェーカーソートの考え方をよく表していると考えて選択した．1番目と同等の重要さだが，便宜上2番目とした．,10,10,,5,"最後に更新が行われた場所に着目するというシェーカーソートの考え方をよく表している行だと考えて選択した．1,2番目が表している考え方の方がより本質的と考えて3番目とした．",14,14,,,まあ理解できた。,
12/15/2022 15:14:06,7,20,25,この問題の解法では，シェーカーソートと呼ばれるアルゴリズムを用いていることがこの行から分かり，アルゴリズム名を知っている人はどのように解くのかを把握することができるから．,2,2,,4,"シェーカーソートでは，右から，左からの2通りの方向からのソートを行い，徐々に左右の範囲を狭めていくことでより効率的にソートを行うものであり，この行で「左右の範囲を絞りながらソートと行っている」ということが読み取れると思うから．
1番でない理由としては，この行だけでは具体的にどのようにそれぞれをソートしているのかといった，アルゴリズム全体を把握するのに不十分であるから．",14,14,,9,"一回一回のソートアルゴリズムはバブルソートと同様に隣同士の要素を入れ替えていくということであるということがこの行で分かるから．(15行目も同様)
3番である理由は，この行の操作はシェーカーソート特有ではなく，バブルソートなどでも行うことであるから．",9,9,,,まあ理解できた。,
12/15/2022 20:38:26,3,20,25,このとき方のコアはソートアルゴリズムとしてシェーカーソートを使って解いていることだから。,2,2,,7,13行目と合わせて、ほとんどバブルソートと変わらない実装でも多少効率が良くなるのはここの探索順序を変更しているおかげだから。,10,10,,13,7行目と合わせて、ほとんどバブルソートと変わらない実装でも多少効率が良くなるのはここの探索順序を変更しているおかげだから。,10,10,,,とても理解できた。,
12/16/2022 14:58:27,6,20,4,左右それぞれにソート済みの範囲を持ち、これらが重ならない限り続けるという、シェーカーソートの特徴を表している。,14,14,,12,大きい要素を右に寄せる走査が一巡して、最後に交換が起こった箇所より右はソート済みであるという事実を使うことを示している。1 番よりは細かい性質に言及している。,14,14,,18,小さい要素を左に寄せる走査が一巡して、最後に交換が起こった箇所より左はソート済みであるという事実を使うことを示している。2 番と同様に重要。,14,14,,,とても理解できた。,
12/16/2022 22:26:32,2,20,7,シェーカーソートは左右にバブルソートをやるアルゴリズムで、幅が左右からどんどん狭まっていくのが特徴なので、右端をきちんと限定している行が最重要だと考えた。,14,14,,13,シェーカーソートは左右にバブルソートをやるアルゴリズムで、幅が左右からどんどん狭まっていくのが特徴なので、左端をきちんと限定している行が最重要だと考えた。こちらの方が後に出てきているので2番目。,14,14,,4,シェーカーソートの終了条件を表しており、上二つと比べると細かい部分だが、これを正確に指定しないと無限ループや微妙にソートされないなどがおこるので、3番目に重要だと感じた。,7,7,,,とても理解できた。,
12/19/2022 4:46:07,8,20,17,右から左に進むという、シェーカーソートがバブルソートと最も違う点が如実に表れている部分だから。,10,10,,12,ソート済みのところを再び通らなくていいようにするという、計算量を減らすための重要な記述だから。無かったとしても成立するので2番とした。,4,4,,9,順番を並び替えるための記述で、ソートには必要不可欠だから。基本的なところなので3番とした。,14,14,,,とても理解できた。,
12/20/2022 19:22:39,9,20,8,合っていない部分を入れ替えるために、大きさを比較する部分であり、ソートの本質部分であるから。,8,8,,12,カーソルを左から右に切り替える場面であり、なおかつカーソルの右端を左に動かすことでアルゴリズムの流れに大きく関わってくる場面であるから。実際に入れ替えを行う箇所ではないため、1番ではないと考えている。,14,14,,11,スワップする位置を1ずつずらしている箇所であるから。バブルソートでも行われ、シェーカーソート特有の処理ではないため、3番目と考えている。,9,9,,,まあ理解できた。,
12/21/2022 15:34:17,4,20,12,次にどこから見ていくかを決めるiにlastを使うというのがシェーカーソートの本質だから。,14,14,,10,1番の行で使うlastを決める行だから。ただ、lastを決めるだけでこの行自体が重要な処理をしているわけではない。,14,14,,8,lastの決定においても並べ替えにおいてもこの条件が重要だから。ただどんなソートでもこのような比較条件は現れるため。,8,8,,,とても理解できた。,
12/28/2022 20:48:53,5,20,9,ソートの中での本質的なSwapであるため、もっとも重要であると考えた。,9,9,,15,同じくSwapであるため重要だが、9のほうが先に出ているため2番めに重要だと考えた。,9,9,,12,"特殊な代入演算子を利用しているため、1,2番に置くほど重要ではないがある程度の重要性はあると考えた。",1,1,,,まあ理解できた。,
12/30/2022 22:49:02,10,20,13,シェーカーソートでは、両方向からバブルソートをすることが大切だと思ったため。,14,14,,14,1番方針に基づいて、後ろから比較するときは、大きい方が後ろに来るようにするのが重要だから。,8,8,,3,1、2番に気をつけて、rightを一番後ろで初期化することが重要だから。,6,6,,,まあ理解できた。,
1/3/2023 7:28:16,11,20,17,逆方向に走査していることがわかるから．バブルソートとの違いが大事だと考えました．,10,10,,14,大小を連続する2つの要素間で比べていることがわかるから．バブルソートでも同じことをしているので2番目にしました．,8,8,,12,調べる範囲を狭めていることがわかるから．ここは本質というよりは工夫に近いと思ったから3番目です．,1,1,,,まあ理解できた。,
12/10/2022 13:20:43,1,21,22,この問題をスタックを用いて解くことができるということを初めて知り，発想としても簡単ではないと感じたため1番目に選択した．,2,2,,18,スタックの実装において，要素を取り出す際に，self.headという変数が次に要素を配置するインデックスであることに注意して1減らしてから要素を取り出す必要があり，スタックの実装の中心部分であるとともに注意も必要であるため選択した．スタックを利用するという発想の方がこの問題においては重要と考え，2番目とした．,3,3,,13,スタックの実装の中心部分であると考えて選択した．2番目ほど注意を必要としないと考え，3番目とした．,13,13,,,とても理解できた。,
12/15/2022 16:52:37,7,21,22,問題を解くためにstackのデータ構造を用いるということがこの行から分かり，問題を解くための大きなヒントとなる部分であるから．,2,2,,27,"演算子が入力であった時は，直前の二つの入力を取り出して計算し，それを再びstackに挿入することで計算が可能であることがこの行で分かるから．(29,31行目も同様)
一番目ではない理由は，stackを利用するということ自体を思いつけないとこの処理を行うことはできないから．",11,11,,19,"stackでは直前に入れた要素を取り出すようなデータ構造であることがこの行から分かり，この構造を用いることで正答を導き出すことができるから．
3番目である理由は，stackがどのようなデータ構造かをわかっている場合は，既知のことだから．",2,2,,,まあ理解できた。,
12/15/2022 20:43:48,3,21,22,ループ部分と迷ったが、この問題で重要なのは逆ポーランド記法は左端からstackに突っ込んでいって計算すればそのまま計算することが出来る、ということなので。,2,2,,25,ここのループで左端からstackに突っ込んで行く過程を実装しているので。,11,11,,6,stackというデータ構造の何が重要かと言われると難しいが、単純なリストと先頭のインデックスを管理するだけで実装が出来るというのは重要かもしれない。,14,14,,,とても理解できた。,
12/16/2022 15:03:42,6,21,27,逆ポーランド記法の数式をスタックで処理するにあたっての、スタックから取り出し、演算し、挿入すという根幹の処理を示している。,11,11,,29,逆ポーランド記法の数式をスタックで処理するにあたっての、スタックから取り出し、演算し、挿入すという根幹の処理を示している。1 番と同様に重要。,11,11,,31,"逆ポーランド記法の数式をスタックで処理するにあたっての、スタックから取り出し、演算し、挿入すという根幹の処理を示している。1, 2 番と同様に重要。",11,11,,,とても理解できた。,
12/16/2022 23:54:55,2,21,27,逆ポーランド記法の処理はそれほど自明ではないので、その処理の部分を書いたここがこの問題の最重要ポイントだと感じた。,14,14,,29,逆ポーランド記法の処理はそれほど自明ではないので、その処理の部分を書いたここがこの問題の最重要ポイントだと感じた。2回目の登場なので、2番目。,14,14,,31,逆ポーランド記法の処理はそれほど自明ではないので、その処理の部分を書いたここがこの問題の最重要ポイントだと感じた。3回目の登場なので、3番目。,13,13,,,まあ理解できた。,
12/19/2022 12:12:50,8,21,27,スタックを用いながら、逆ポーランド記法に沿った計算を行っている、アルゴリズムの肝の部分だから。,12,12,,29,1番と同様の理由で、逆ポーランド記法特有の計算方法を実現しているところだから。重要度は1番と同じ,12,12,,31,1番・2番と同様で、逆ポーランド記法特有の計算方法を実現しているところだから。重要度は上の二つと同じ。,12,12,,,とても理解できた。,
12/21/2022 2:13:03,9,21,27,逆ポーランド記法における足し算の計算を、スタックから値を取り出すことで行っている箇所であるから。,11,11,,32,逆ポーランド記法において、数字が出てきたらスタックにその値をそのまま格納すればよいことが表されているから。実際に計算する処理を行う箇所のほうが大事だと考えているので、1番にはしなかった。,11,11,,35,"最後に答えの値を取り出す処理が書かれているから。これは処理の核心の部分ではないため、1,2番目とはしなかった。",11,11,,29・31行目。逆ポーランド記法における引き算、掛け算の計算結果の求め方が書かれているので、足し算同様に重要と考えている。,とても理解できた。,
